"date","state","confirmed","deaths"
2020-03-22,"TO",5,0
2020-03-23,"TO",7,0
2020-03-24,"TO",7,0
2020-03-25,"TO",7,0
2020-03-26,"TO",8,0
2020-03-27,"TO",9,0
2020-03-28,"TO",9,0
2020-03-29,"TO",10,0
2020-03-30,"TO",11,0
2020-03-31,"TO",12,0
2020-04-01,"TO",12,0
2020-04-02,"TO",12,0
2020-04-03,"TO",13,0
2020-04-04,"TO",16,0
2020-04-05,"TO",17,0
2020-04-06,"TO",19,0
2020-04-07,"TO",19,0
2020-04-08,"TO",23,0
2020-04-09,"TO",23,0
2020-04-10,"TO",23,0
2020-04-11,"TO",25,0
2020-04-12,"TO",26,0
2020-04-13,"TO",26,0
2020-04-14,"TO",27,0
2020-04-15,"TO",29,1
2020-04-16,"TO",31,1
2020-04-17,"TO",32,1
2020-04-18,"TO",33,1
